frame_id,execution_order,baseline_preprocess_ms,baseline_inference_ms,baseline_postprocess_ms,baseline_pipeline_ms,baseline_steering_error,baseline_steering_cmd,baseline_lane_pixels,baseline_valid,baseline_reference_x,baseline_reference_y,baseline_raw_error_q15,rtl_preprocess_ms,rtl_inference_ms,rtl_postprocess_ms,rtl_pipeline_ms,rtl_steering_error,rtl_steering_cmd,rtl_lane_pixels,rtl_valid,rtl_reference_x,rtl_reference_y,rtl_raw_error_q15,steering_error_abs_diff,steering_cmd_abs_diff,rtl_copy_ms,rtl_compute_ms
1352,baseline_overlay_pass->release->rtl_overlay_pass,5.639878,14.69914,2.979136,23.366876,-0.03125,-0.005135009,11929,True,124,179,-1024,5.647921,14.393057,0.885993,20.975811,-0.03125,-0.005135009,11929,True,124,,-1024,0.0,0.0,0.374225,0.339694
1353,baseline_overlay_pass->release->rtl_overlay_pass,5.669168,15.003645,2.863815,23.585399,-0.0234375,-0.002522754,11926,True,125,179,-768,5.604301,14.722882,1.244798,21.621881,-0.0234375,-0.002522754,11926,True,125,,-768,0.0,0.0,0.516407,0.554918
1354,baseline_overlay_pass->release->rtl_overlay_pass,5.617818,14.917133,2.974817,23.558378,-0.0234375,-0.003821601,11930,True,125,179,-768,5.684612,14.375456,1.158396,21.263025,-0.0234375,-0.003821601,11930,True,125,,-768,0.0,0.0,0.365465,0.338655
1355,baseline_overlay_pass->release->rtl_overlay_pass,5.633768,14.625888,3.093909,23.407986,-0.0234375,-0.004341141,11936,True,125,179,-768,5.635951,14.776042,0.886873,21.344097,-0.0234375,-0.004341141,11936,True,125,,-768,0.0,0.0,0.378045,0.334274
1356,baseline_overlay_pass->release->rtl_overlay_pass,5.605698,15.210048,3.139069,24.008135,-0.0078125,0.005294794,11813,True,127,179,-256,5.863704,14.347756,0.908643,21.165024,-0.0078125,0.005294794,11813,True,127,,-256,0.0,0.0,0.400966,0.333435
1357,baseline_overlay_pass->release->rtl_overlay_pass,5.723109,14.974344,3.315422,24.063956,-0.0078125,0.002117918,11807,True,127,179,-256,5.649291,14.886564,0.834892,21.421698,-0.0078125,0.002117918,11807,True,127,,-256,0.0,0.0,0.336245,0.332145
1358,baseline_overlay_pass->release->rtl_overlay_pass,5.834991,14.323514,3.419284,23.630749,-0.0078125,0.000847167,11814,True,127,179,-256,5.648271,14.709261,0.855602,21.259176,-0.0078125,0.000847167,11814,True,127,,-256,0.0,0.0,0.354065,0.334585
1359,baseline_overlay_pass->release->rtl_overlay_pass,5.704479,14.655479,3.222991,23.63559,0.0,0.000338867,11720,True,128,179,0,5.687502,14.744672,0.866893,21.343857,0.0,0.000338867,11720,True,128,,0,0.0,0.0,0.364105,0.336545
1360,baseline_overlay_pass->release->rtl_overlay_pass,5.8021,14.524267,3.558245,23.936604,0.0,0.000135547,11617,True,128,179,0,5.697962,14.777803,0.907373,21.430558,0.0,0.000135547,11617,True,128,,0,0.0,0.0,0.389446,0.345335
1361,baseline_overlay_pass->release->rtl_overlay_pass,5.676648,14.524487,3.442234,23.69812,0.0,5.4219e-05,11609,True,128,179,0,5.587701,15.381061,1.041375,22.071947,0.0,5.4219e-05,11609,True,128,,0,0.0,0.0,0.492767,0.349735
1362,baseline_overlay_pass->release->rtl_overlay_pass,5.580768,14.339744,3.429184,23.403006,-0.078125,-0.032790813,11793,True,118,179,-2560,5.691292,14.404527,0.887173,21.030392,-0.078125,-0.032790813,11793,True,118,,-2560,0.0,0.0,0.374835,0.335844
1363,baseline_overlay_pass->release->rtl_overlay_pass,5.651068,14.468466,3.453454,23.626399,-0.078125,-0.022491325,11790,True,118,179,-2560,5.622851,14.739932,0.892263,21.303156,-0.078125,-0.022491325,11790,True,118,,-2560,0.0,0.0,0.380506,0.335224
1364,baseline_overlay_pass->release->rtl_overlay_pass,5.584177,14.428855,3.220911,23.288614,-0.078125,-0.01837153,11793,True,118,179,-2560,5.56058,14.361256,0.891833,20.858019,-0.078125,-0.01837153,11793,True,118,,-2560,0.0,0.0,0.383875,0.332914
1365,baseline_overlay_pass->release->rtl_overlay_pass,5.644088,14.310694,3.031837,23.03786,-0.1484375,-0.046254862,11823,True,109,179,-4864,5.771783,14.425217,0.896713,21.138483,-0.1484375,-0.046254862,11823,True,109,,-4864,0.0,0.0,0.381196,0.337544
1366,baseline_overlay_pass->release->rtl_overlay_pass,5.616387,14.423365,3.013697,23.107751,-0.1484375,-0.036314445,11802,True,109,179,-4864,5.929445,14.63935,0.885653,21.502129,-0.1484375,-0.036314445,11802,True,109,,-4864,0.0,0.0,0.376176,0.334435
1367,baseline_overlay_pass->release->rtl_overlay_pass,5.663679,14.379175,2.851184,22.942548,-0.1484375,-0.032338278,11799,True,109,179,-4864,5.59316,15.054566,0.845442,21.537069,-0.1484375,-0.032338278,11799,True,109,,-4864,0.0,0.0,0.344395,0.335174
1368,baseline_overlay_pass->release->rtl_overlay_pass,5.577377,14.638538,2.809604,23.075611,-0.2265625,-0.063560311,11757,True,99,179,-7424,5.659271,14.63908,0.865192,21.207664,-0.2265625,-0.063560311,11757,True,99,,-7424,0.0,0.0,0.358635,0.336765
1369,baseline_overlay_pass->release->rtl_overlay_pass,5.665809,14.583628,2.821174,23.118561,-0.2265625,-0.052611624,11766,True,99,179,-7424,5.669221,14.714331,0.858802,21.287565,-0.2265625,-0.052611624,11766,True,99,,-7424,0.0,0.0,0.354345,0.334345
1370,baseline_overlay_pass->release->rtl_overlay_pass,5.606167,14.443665,2.855164,22.953458,-0.2265625,-0.04823215,11753,True,99,179,-7424,5.649721,14.481108,1.027985,21.209245,-0.2265625,-0.04823215,11753,True,99,,-7424,0.0,0.0,0.481097,0.346265
1371,baseline_overlay_pass->release->rtl_overlay_pass,5.607208,14.397325,2.809654,22.861307,-0.2578125,-0.05960536,11777,True,95,179,-8448,5.600891,14.516628,0.890522,21.055042,-0.2578125,-0.05960536,11777,True,95,,-8448,0.0,0.0,0.380585,0.333435
1372,baseline_overlay_pass->release->rtl_overlay_pass,5.718649,14.638009,2.891235,23.292624,-0.2578125,-0.054779644,11767,True,95,179,-8448,5.628041,14.408706,0.899793,20.980712,-0.2578125,-0.054779644,11767,True,95,,-8448,0.0,0.0,0.391515,0.335425
1373,baseline_overlay_pass->release->rtl_overlay_pass,5.604518,14.462276,2.851065,22.963399,-0.2578125,-0.052849358,11750,True,95,179,-8448,5.598101,14.342616,0.884473,20.86903,-0.2578125,-0.052849358,11750,True,95,,-8448,0.0,0.0,0.372246,0.337205
1374,baseline_overlay_pass->release->rtl_overlay_pass,5.730599,14.351564,2.864054,22.991939,-0.3125,-0.075045993,11729,True,88,179,-10240,5.828314,14.349216,0.899012,21.120734,-0.3125,-0.075045993,11729,True,88,,-10240,0.0,0.0,0.388525,0.333505
1375,baseline_overlay_pass->release->rtl_overlay_pass,5.720019,14.353934,2.857495,22.977599,-0.3125,-0.067518397,11746,True,88,179,-10240,5.712502,14.991455,0.849092,21.59994,-0.3125,-0.067518397,11746,True,88,,-10240,0.0,0.0,0.349915,0.327994
1376,baseline_overlay_pass->release->rtl_overlay_pass,5.78827,14.335654,2.890856,23.06036,-0.3125,-0.064507359,11606,True,88,179,-10240,6.131888,14.927894,0.854162,21.961485,-0.3125,-0.064507359,11606,True,88,,-10240,0.0,0.0,0.352615,0.334515
1377,baseline_overlay_pass->release->rtl_overlay_pass,5.606648,14.340174,2.919246,22.910578,-0.34375,-0.076427944,11612,True,84,179,-11264,5.626961,14.948655,1.093715,21.715632,-0.34375,-0.076427944,11612,True,84,,-11264,0.0,0.0,0.356265,0.571398
1378,baseline_overlay_pass->release->rtl_overlay_pass,5.7592,14.334714,2.867095,23.006699,-0.34375,-0.071821177,11515,True,84,179,-11264,5.644471,14.757352,0.932403,21.382957,-0.34375,-0.071821177,11515,True,84,,-11264,0.0,0.0,0.393336,0.358555
1379,baseline_overlay_pass->release->rtl_overlay_pass,5.572487,14.846122,2.844345,23.310324,-0.34375,-0.069978471,11619,True,84,179,-11264,5.732993,14.63668,0.972144,21.387797,-0.34375,-0.069978471,11619,True,84,,-11264,0.0,0.0,0.433227,0.348905
1380,baseline_overlay_pass->release->rtl_overlay_pass,5.74763,14.348894,3.270931,23.417506,-0.4140625,-0.098772638,11734,True,75,179,-13568,5.693202,14.363206,0.884862,20.988061,-0.4140625,-0.098772638,11734,True,75,,-13568,0.0,0.0,0.380035,0.332034
1381,baseline_overlay_pass->release->rtl_overlay_pass,5.78523,14.311723,2.949896,23.092361,-0.4140625,-0.089196555,11733,True,75,179,-13568,5.5801,14.426708,0.879832,20.930501,-0.4140625,-0.089196555,11733,True,75,,-13568,0.0,0.0,0.367705,0.336315
1382,baseline_overlay_pass->release->rtl_overlay_pass,5.647098,14.298843,2.871815,22.862707,-0.4140625,-0.085366122,11736,True,75,179,-13568,5.847494,14.334176,0.899463,21.124793,-0.4140625,-0.085366122,11736,True,75,,-13568,0.0,0.0,0.385865,0.335715
1383,baseline_overlay_pass->release->rtl_overlay_pass,5.717259,14.577737,2.832295,23.171422,-0.4453125,-0.096958949,11725,True,71,179,-14592,5.708132,14.816303,0.857222,21.431257,-0.4453125,-0.096958949,11725,True,71,,-14592,0.0,0.0,0.353515,0.333344
1384,baseline_overlay_pass->release->rtl_overlay_pass,5.616267,14.290023,2.872985,22.827466,-0.4453125,-0.09222108,11701,True,71,179,-14592,6.102988,15.039976,0.865013,22.052067,-0.4453125,-0.09222108,11701,True,71,,-14592,0.0,0.0,0.369405,0.325335
1385,baseline_overlay_pass->release->rtl_overlay_pass,5.634498,14.385435,2.851184,22.916747,-0.4453125,-0.090325932,11728,True,71,179,-14592,5.663272,15.168358,0.861712,21.739672,-0.4453125,-0.090325932,11728,True,71,,-14592,0.0,0.0,0.359155,0.337375
1386,baseline_overlay_pass->release->rtl_overlay_pass,5.635328,14.458276,2.865975,23.004659,-0.5078125,-0.115817873,11672,True,63,179,-16640,5.652531,14.748242,0.895733,21.342966,-0.5078125,-0.115817873,11672,True,63,,-16640,0.0,0.0,0.401485,0.326765
1387,baseline_overlay_pass->release->rtl_overlay_pass,5.597517,14.329013,2.877425,22.848927,-0.5078125,-0.107264649,11673,True,63,179,-16640,5.60431,15.159687,0.954563,21.766162,-0.5078125,-0.107264649,11673,True,63,,-16640,0.0,0.0,0.416626,0.352655
1388,baseline_overlay_pass->release->rtl_overlay_pass,5.636718,14.332464,3.15014,23.171222,-0.5078125,-0.10384336,11667,True,63,179,-16640,5.682842,14.399247,1.033045,21.164584,-0.5078125,-0.10384336,11667,True,63,,-16640,0.0,0.0,0.490597,0.333225
1389,baseline_overlay_pass->release->rtl_overlay_pass,5.800061,14.588708,2.907195,23.345515,-0.5546875,-0.122162344,11703,True,57,179,-18176,5.693952,14.392307,0.893863,21.027592,-0.5546875,-0.122162344,11703,True,57,,-18176,0.0,0.0,0.379506,0.337985
1390,baseline_overlay_pass->release->rtl_overlay_pass,5.700209,14.594628,2.950786,23.293504,-0.5546875,-0.115427438,11711,True,57,179,-18176,5.653591,14.413467,0.895862,21.007512,-0.5546875,-0.115427438,11711,True,57,,-18176,0.0,0.0,0.381865,0.333965
1391,baseline_overlay_pass->release->rtl_overlay_pass,5.720439,14.484516,2.955356,23.209063,-0.5546875,-0.112733475,11706,True,57,179,-18176,5.828143,14.401026,0.886912,21.160554,-0.5546875,-0.112733475,11706,True,57,,-18176,0.0,0.0,0.372875,0.336095
1392,baseline_overlay_pass->release->rtl_overlay_pass,5.593367,14.470906,2.899445,23.012179,-0.578125,-0.12149964,11560,True,54,179,-18944,6.299411,14.57788,0.878512,21.802093,-0.578125,-0.12149964,11560,True,54,,-18944,0.0,0.0,0.369325,0.334425
1393,baseline_overlay_pass->release->rtl_overlay_pass,5.75136,14.453356,2.906995,23.165082,-0.578125,-0.117974856,11563,True,54,179,-18944,5.625881,15.349891,0.843932,21.863954,-0.578125,-0.117974856,11563,True,54,,-18944,0.0,0.0,0.346135,0.330174
1394,baseline_overlay_pass->release->rtl_overlay_pass,5.75181,14.430875,2.886715,23.116721,-0.578125,-0.116564942,11565,True,54,179,-18944,5.62372,14.708941,0.852012,21.230124,-0.578125,-0.116564942,11565,True,54,,-18944,0.0,0.0,0.353475,0.331025
1395,baseline_overlay_pass->release->rtl_overlay_pass,5.862171,14.391255,2.882505,23.182882,-0.6171875,-0.132407227,11270,True,49,179,-20224,5.590271,15.404041,0.858193,21.898675,-0.6171875,-0.132407227,11270,True,49,,-20224,0.0,0.0,0.355475,0.337205
1396,baseline_overlay_pass->release->rtl_overlay_pass,5.831731,14.842581,2.884835,23.608439,-0.6171875,-0.127025391,11275,True,49,179,-20224,5.624601,14.504318,0.989894,21.218184,-0.6171875,-0.127025391,11275,True,49,,-20224,0.0,0.0,0.448027,0.349785
1397,baseline_overlay_pass->release->rtl_overlay_pass,5.75354,15.068365,2.824864,23.69197,-0.6171875,-0.124872656,11263,True,49,179,-20224,5.699432,14.850213,0.910563,21.510709,-0.6171875,-0.124872656,11263,True,49,,-20224,0.0,0.0,0.393705,0.340915
1398,baseline_overlay_pass->release->rtl_overlay_pass,5.712279,14.987904,2.876665,23.623668,-0.6328125,-0.130574063,11251,True,47,179,-20736,5.816404,14.61557,0.910873,21.390497,-0.6328125,-0.130574063,11251,True,47,,-20736,0.0,0.0,0.409116,0.326804
1399,baseline_overlay_pass->release->rtl_overlay_pass,5.617208,14.871372,2.900176,23.435836,-0.6328125,-0.128167125,11236,True,47,179,-20736,5.53891,14.383736,0.882892,20.849039,-0.6328125,-0.128167125,11236,True,47,,-20736,0.0,0.0,0.372195,0.338474
1400,baseline_overlay_pass->release->rtl_overlay_pass,5.734109,15.270308,2.834614,23.887183,-0.6328125,-0.12720435,11251,True,47,179,-20736,6.111698,14.374416,0.909143,21.440768,-0.6328125,-0.12720435,11251,True,47,,-20736,0.0,0.0,0.401416,0.334185
1401,baseline_overlay_pass->release->rtl_overlay_pass,5.638318,14.940194,2.878935,23.503387,-0.65625,-0.13666299,11128,True,44,179,-21504,5.771073,15.049666,0.844272,21.708851,-0.65625,-0.13666299,11128,True,44,,-21504,0.0,0.0,0.339845,0.336504
1402,baseline_overlay_pass->release->rtl_overlay_pass,5.653188,14.777891,2.895935,23.374384,-0.65625,-0.133415196,11130,True,44,179,-21504,5.643901,16.02883,0.824492,22.541673,-0.65625,-0.133415196,11130,True,44,,-21504,0.0,0.0,0.334984,0.327434
1403,baseline_overlay_pass->release->rtl_overlay_pass,5.612517,14.662879,2.873735,23.196932,-0.65625,-0.132116078,11142,True,44,179,-21504,5.737812,15.113617,0.846033,21.743862,-0.65625,-0.132116078,11142,True,44,,-21504,0.0,0.0,0.351865,0.330475
1404,baseline_overlay_pass->release->rtl_overlay_pass,5.647638,15.066475,2.952566,23.71262,-0.6796875,-0.141440181,10986,True,41,179,-22272,5.59997,14.843673,0.850602,21.339096,-0.6796875,-0.141440181,10986,True,41,,-22272,0.0,0.0,0.354235,0.328855
1405,baseline_overlay_pass->release->rtl_overlay_pass,5.624768,15.449721,2.859405,23.981284,-0.6796875,-0.138138573,10986,True,41,179,-22272,5.757073,14.771372,0.936644,21.511319,-0.6796875,-0.138138573,10986,True,41,,-22272,0.0,0.0,0.407416,0.349205
1406,baseline_overlay_pass->release->rtl_overlay_pass,5.646448,14.634818,3.133778,23.466326,-0.6796875,-0.136817929,10988,True,41,179,-22272,5.589981,14.378906,0.925754,20.940781,-0.6796875,-0.136817929,10988,True,41,,-22272,0.0,0.0,0.417596,0.332485
1407,baseline_overlay_pass->release->rtl_overlay_pass,5.662708,14.917033,3.065958,23.696839,-0.6953125,-0.142852172,10805,True,39,179,-22784,5.630151,14.308376,0.888933,20.87405,-0.6953125,-0.142852172,10805,True,39,,-22784,0.0,0.0,0.380646,0.332585
1408,baseline_overlay_pass->release->rtl_overlay_pass,5.600757,14.516866,3.228641,23.397415,-0.6953125,-0.140578369,10807,True,39,179,-22784,5.695832,14.315465,0.889742,20.94397,-0.6953125,-0.140578369,10807,True,39,,-22784,0.0,0.0,0.379345,0.334955
1409,baseline_overlay_pass->release->rtl_overlay_pass,5.843431,14.390415,3.014087,23.297993,-0.6953125,-0.139668847,10815,True,39,179,-22784,5.919925,14.377956,0.892263,21.236045,-0.6953125,-0.139668847,10815,True,39,,-22784,0.0,0.0,0.384966,0.332865
1410,baseline_overlay_pass->release->rtl_overlay_pass,5.726239,14.366535,2.897555,23.040529,-0.8203125,-0.191805039,8611,True,23,179,-26880,6.113858,14.467808,0.911863,21.540449,-0.8203125,-0.191805039,8611,True,23,,-26880,0.0,0.0,0.372696,0.364316
1411,baseline_overlay_pass->release->rtl_overlay_pass,5.78509,14.511636,2.853425,23.199522,-0.8203125,-0.175159516,8599,True,23,179,-26880,5.58196,15.3117,0.829402,21.768782,-0.8203125,-0.175159516,8599,True,23,,-26880,0.0,0.0,0.335125,0.328384
1412,baseline_overlay_pass->release->rtl_overlay_pass,5.706629,14.334734,2.901875,22.991118,-0.8203125,-0.168501306,8611,True,23,179,-26880,5.638021,14.672231,0.890603,21.245165,-0.8203125,-0.168501306,8611,True,23,,-26880,0.0,0.0,0.360985,0.334635
1413,baseline_overlay_pass->release->rtl_overlay_pass,5.786011,14.627678,2.847215,23.306264,-0.8359375,-0.172400522,8297,True,21,179,-27392,5.627331,14.804422,0.867712,21.345576,-0.8359375,-0.172400522,8297,True,21,,-27392,0.0,0.0,0.359085,0.335804
1414,baseline_overlay_pass->release->rtl_overlay_pass,5.726899,14.495186,2.859774,23.13111,-0.8359375,-0.169272709,8301,True,21,179,-27392,5.656571,14.63375,0.997424,21.336786,-0.8359375,-0.169272709,8301,True,21,,-27392,0.0,0.0,0.460737,0.340124
1415,baseline_overlay_pass->release->rtl_overlay_pass,5.837811,14.334184,2.899835,23.11866,-0.8359375,-0.168021584,8301,True,21,179,-27392,5.630311,14.571979,0.956284,21.207634,-0.8359375,-0.168021584,8301,True,21,,-27392,0.0,0.0,0.411736,0.346945
1416,baseline_overlay_pass->release->rtl_overlay_pass,5.843962,14.380784,2.949476,23.220553,-0.890625,-0.190489883,7249,True,14,179,-29184,5.5938,14.443707,0.887663,20.972721,-0.890625,-0.190489883,7249,True,14,,-29184,0.0,0.0,0.378906,0.333185
1417,baseline_overlay_pass->release->rtl_overlay_pass,5.77249,14.875532,2.886055,23.584748,-0.890625,-0.183070953,7244,True,14,179,-29184,5.700071,14.331735,0.892162,20.96654,-0.890625,-0.183070953,7244,True,14,,-29184,0.0,0.0,0.382195,0.333865
1418,baseline_overlay_pass->release->rtl_overlay_pass,5.75884,15.066955,2.827534,23.702,-0.890625,-0.180103381,7249,True,14,179,-29184,5.782253,14.326496,0.876792,21.031101,-0.890625,-0.180103381,7249,True,14,,-29184,0.0,0.0,0.372755,0.331225
1419,baseline_overlay_pass->release->rtl_overlay_pass,5.731049,14.965833,2.797294,23.541027,-0.8828125,-0.175635103,7265,True,15,179,-28928,6.141169,14.432267,0.883253,21.503789,-0.8828125,-0.175635103,7265,True,15,,-28928,0.0,0.0,0.374746,0.333315
1420,baseline_overlay_pass->release->rtl_overlay_pass,5.665048,14.998814,2.801833,23.513266,-0.890625,-0.179472791,7263,True,14,179,-29184,5.777772,15.34027,0.823082,21.984896,-0.890625,-0.179472791,7263,True,14,,-29184,0.0,0.0,0.334895,0.324615
1421,baseline_overlay_pass->release->rtl_overlay_pass,5.598187,15.178497,2.793703,23.616148,-0.890625,-0.178664116,7260,True,14,179,-29184,5.662221,14.979395,0.856072,21.543529,-0.890625,-0.178664116,7260,True,14,,-29184,0.0,0.0,0.357015,0.334914
1422,baseline_overlay_pass->release->rtl_overlay_pass,5.659959,14.77816,2.864594,23.350865,-0.875,-0.171778147,7137,True,16,179,-28672,5.719882,14.964065,0.868653,21.59806,-0.875,-0.171778147,7137,True,16,,-28672,0.0,0.0,0.361315,0.335695
1423,baseline_overlay_pass->release->rtl_overlay_pass,5.605328,14.834942,2.807524,23.292414,-0.875,-0.173711259,7134,True,16,179,-28672,5.58913,14.60826,0.968894,21.214435,-0.875,-0.173711259,7134,True,16,,-28672,0.0,0.0,0.428736,0.351885
1424,baseline_overlay_pass->release->rtl_overlay_pass,5.682099,15.030764,2.880225,23.639819,-0.875,-0.174484503,7135,True,16,179,-28672,5.822514,14.385586,1.049616,21.304736,-0.875,-0.174484503,7135,True,16,,-28672,0.0,0.0,0.512797,0.342365
1425,baseline_overlay_pass->release->rtl_overlay_pass,5.668588,14.75031,2.878655,23.343965,-0.8359375,-0.158387551,7761,True,21,179,-27392,5.645571,14.457468,0.898623,21.048582,-0.8359375,-0.158387551,7761,True,21,,-27392,0.0,0.0,0.386236,0.335545
1426,baseline_overlay_pass->release->rtl_overlay_pass,5.596918,14.856262,2.948766,23.452086,-0.8359375,-0.163667521,7761,True,21,179,-27392,5.611691,14.439987,0.879312,20.974341,-0.8359375,-0.163667521,7761,True,21,,-27392,0.0,0.0,0.375205,0.330504
1427,baseline_overlay_pass->release->rtl_overlay_pass,5.604748,16.436036,2.945616,25.033561,-0.8359375,-0.165779508,7748,True,21,179,-27392,5.776413,14.345486,0.873653,21.041282,-0.8359375,-0.165779508,7748,True,21,,-27392,0.0,0.0,0.368086,0.332685
1428,baseline_overlay_pass->release->rtl_overlay_pass,5.705059,16.260854,2.999797,25.01655,-0.8125,-0.156780553,8227,True,24,179,-26624,6.037387,14.796183,0.951404,21.832814,-0.8125,-0.156780553,8227,True,24,,-26624,0.0,0.0,0.447697,0.330835
1429,baseline_overlay_pass->release->rtl_overlay_pass,5.650619,14.646258,3.19929,23.549798,-0.8125,-0.160212221,8227,True,24,179,-26624,5.646611,15.391901,0.839002,21.922984,-0.8125,-0.160212221,8227,True,24,,-26624,0.0,0.0,0.344235,0.329785
1430,baseline_overlay_pass->release->rtl_overlay_pass,5.655808,16.613039,2.961976,25.283174,-0.8125,-0.161584889,8226,True,24,179,-26624,5.649061,14.696871,0.894573,21.285636,-0.8125,-0.161584889,8226,True,24,,-26624,0.0,0.0,0.350865,0.329355
1431,baseline_overlay_pass->release->rtl_overlay_pass,5.662418,14.507926,3.059838,23.283683,-0.78125,-0.149008955,8670,True,28,179,-25600,5.727072,14.852093,0.848382,21.472457,-0.78125,-0.149008955,8670,True,28,,-25600,0.0,0.0,0.350905,0.333255
1432,baseline_overlay_pass->release->rtl_overlay_pass,5.708179,14.611678,3.17669,23.549827,-0.78125,-0.153353582,8667,True,28,179,-25600,5.655482,14.509828,0.975704,21.189254,-0.78125,-0.153353582,8667,True,28,,-25600,0.0,0.0,0.429936,0.348535
1433,baseline_overlay_pass->release->rtl_overlay_pass,5.613038,14.453936,3.257231,23.376215,-0.78125,-0.155091433,8666,True,28,179,-25600,5.614631,14.421907,0.895213,20.979521,-0.78125,-0.155091433,8666,True,28,,-25600,0.0,0.0,0.385486,0.333785
1434,baseline_overlay_pass->release->rtl_overlay_pass,5.626048,14.289693,4.152575,24.121026,-0.7578125,-0.145942823,9326,True,31,179,-24832,5.712582,14.394446,0.910043,21.062212,-0.7578125,-0.145942823,9326,True,31,,-24832,0.0,0.0,0.384055,0.338335
1435,baseline_overlay_pass->release->rtl_overlay_pass,5.647558,14.329454,2.983746,23.013708,-0.7578125,-0.149314629,9321,True,31,179,-24832,5.718631,14.395226,0.870583,21.031072,-0.7578125,-0.149314629,9321,True,31,,-24832,0.0,0.0,0.367885,0.328245
1436,baseline_overlay_pass->release->rtl_overlay_pass,5.592358,14.466255,3.099378,23.209472,-0.7578125,-0.150663352,9323,True,31,179,-24832,5.895325,14.341406,0.882753,21.164184,-0.7578125,-0.150663352,9323,True,31,,-24832,0.0,0.0,0.373815,0.336025
1437,baseline_overlay_pass->release->rtl_overlay_pass,5.597748,14.431685,2.857695,22.939108,-0.7421875,-0.144640341,9786,True,33,179,-24320,5.678512,15.125097,0.826602,21.675181,-0.7421875,-0.144640341,9786,True,33,,-24320,0.0,0.0,0.334355,0.328564
1438,baseline_overlay_pass->release->rtl_overlay_pass,5.597298,14.379704,2.872825,22.897627,-0.7421875,-0.146918636,9784,True,33,179,-24320,5.642511,14.827983,0.853292,21.366556,-0.7421875,-0.146918636,9784,True,33,,-24320,0.0,0.0,0.352615,0.334975
1439,baseline_overlay_pass->release->rtl_overlay_pass,5.606207,14.534787,2.860905,23.043679,-0.7421875,-0.147829955,9783,True,33,179,-24320,5.677821,14.69159,0.908663,21.323046,-0.7421875,-0.147829955,9783,True,33,,-24320,0.0,0.0,0.361025,0.331995
1440,baseline_overlay_pass->release->rtl_overlay_pass,5.637718,14.458126,2.869405,23.015469,-0.7265625,-0.141631982,10080,True,35,179,-23808,5.641951,14.63044,0.960794,21.280715,-0.7265625,-0.141631982,10080,True,35,,-23808,0.0,0.0,0.422636,0.351965
1441,baseline_overlay_pass->release->rtl_overlay_pass,5.642308,14.491306,2.823484,23.004008,-0.7265625,-0.143840293,10092,True,35,179,-23808,5.642141,14.63344,0.882873,21.201814,-0.7265625,-0.143840293,10092,True,35,,-23808,0.0,0.0,0.351105,0.329655
1442,baseline_overlay_pass->release->rtl_overlay_pass,5.82693,14.384094,2.831004,23.09022,-0.7265625,-0.144723617,10093,True,35,179,-23808,5.59762,14.402336,0.878133,20.92426,-0.7265625,-0.144723617,10093,True,35,,-23808,0.0,0.0,0.372955,0.334045
1443,baseline_overlay_pass->release->rtl_overlay_pass,5.601177,14.455485,2.896385,22.999998,-0.7109375,-0.138514447,10462,True,37,179,-23296,5.632851,14.408687,0.896583,20.982961,-0.7109375,-0.138514447,10462,True,37,,-23296,0.0,0.0,0.383435,0.335864
1444,baseline_overlay_pass->release->rtl_overlay_pass,5.598497,14.354714,2.845275,22.843556,-0.7109375,-0.140718279,10467,True,37,179,-23296,5.835794,14.340046,0.897653,21.118183,-0.7109375,-0.140718279,10467,True,37,,-23296,0.0,0.0,0.367276,0.325914
1445,baseline_overlay_pass->release->rtl_overlay_pass,5.72806,14.300493,2.881995,22.956068,-0.7109375,-0.141599811,10468,True,37,179,-23296,5.763913,14.798002,0.849243,21.458768,-0.7109375,-0.141599811,10468,True,37,,-23296,0.0,0.0,0.349505,0.329675
1446,baseline_overlay_pass->release->rtl_overlay_pass,5.715789,14.567527,2.895665,23.226002,-0.703125,-0.138671175,10798,True,38,179,-23040,5.643651,15.142777,0.880073,21.712401,-0.703125,-0.138671175,10798,True,38,,-23040,0.0,0.0,0.385796,0.326264
1447,baseline_overlay_pass->release->rtl_overlay_pass,5.79726,14.387324,2.876385,23.10817,-0.703125,-0.13984347,10799,True,38,179,-23040,5.628461,14.756131,0.851702,21.279305,-0.703125,-0.13984347,10799,True,38,,-23040,0.0,0.0,0.351715,0.331465
1448,baseline_overlay_pass->release->rtl_overlay_pass,5.830381,14.360504,2.862224,23.101,-0.703125,-0.140312388,10800,True,38,179,-23040,5.677622,14.63724,0.950744,21.311686,-0.703125,-0.140312388,10800,True,38,,-23040,0.0,0.0,0.405246,0.352775
1449,baseline_overlay_pass->release->rtl_overlay_pass,5.832901,14.7644,2.887255,23.541717,-0.6875,-0.133937455,11303,True,40,179,-22528,5.62275,14.522008,1.058135,21.256304,-0.6875,-0.133937455,11303,True,40,,-22528,0.0,0.0,0.470947,0.337654
1450,baseline_overlay_pass->release->rtl_overlay_pass,5.8044,14.78493,2.885955,23.522777,-0.6875,-0.136074982,11302,True,40,179,-22528,5.64042,14.475747,0.883822,21.047762,-0.6875,-0.136074982,11302,True,40,,-22528,0.0,0.0,0.374715,0.333634
1451,baseline_overlay_pass->release->rtl_overlay_pass,5.623788,15.021214,2.861814,23.551997,-0.6875,-0.136929993,11297,True,40,179,-22528,5.57737,14.614289,0.868472,21.102192,-0.6875,-0.136929993,11297,True,40,,-22528,0.0,0.0,0.362615,0.334754
